,Data Year,County,Fuel Type,Make,Model,Number of Vehicles,Public Level 1,Shared Private Level 1,Public Level 2,Shared Private Level 2,Public DC Fast,Shared Private DC Fast,Total
1886,2021,Riverside,PHEV,Ford,Escape Plug-In Hybrid,22,3,1,981,186,367,10,1548
1887,2021,Riverside,PHEV,Ford,Fusion Energi,1739,3,1,981,186,367,10,1548
1888,2021,Riverside,PHEV,Honda,Accord Plug-In,28,3,1,981,186,367,10,1548
1889,2021,Riverside,PHEV,Honda,Clarity Plug-In Hybrid,931,3,1,981,186,367,10,1548
1890,2021,Riverside,PHEV,Hyundai,Ioniq Plug-in Hybrid,336,3,1,981,186,367,10,1548
1891,2021,Riverside,PHEV,Hyundai,Santa Fe Plug-In Hybrid,70,3,1,981,186,367,10,1548
1892,2021,Riverside,PHEV,Hyundai,Sonata Plug-in Hybrid,142,3,1,981,186,367,10,1548
1893,2021,Riverside,PHEV,Hyundai,Tucson Plug-In Hybrid,36,3,1,981,186,367,10,1548
1894,2021,Riverside,PHEV,Jeep,Wrangler Unlimited,308,3,1,981,186,367,10,1548
1895,2021,Riverside,PHEV,Karma,Gs-6,1,3,1,981,186,367,10,1548
1896,2021,Riverside,PHEV,Karma,Revero,12,3,1,981,186,367,10,1548
1897,2021,Riverside,PHEV,Kia,Niro Plug-In Hybrid,197,3,1,981,186,367,10,1548
1898,2021,Riverside,PHEV,Kia,Optima Plug-In Hybrid,98,3,1,981,186,367,10,1548
1899,2021,Riverside,PHEV,Kia,Sorento Plug-In Hybrid,24,3,1,981,186,367,10,1548
1900,2021,Riverside,PHEV,Land Rover,Range Rover,10,3,1,981,186,367,10,1548
1901,2021,Riverside,PHEV,Land Rover,Range Rover Sport,10,3,1,981,186,367,10,1548
1902,2021,Riverside,PHEV,Lincoln,Aviator,37,3,1,981,186,367,10,1548
1903,2021,Riverside,PHEV,Lincoln,Corsair,4,3,1,981,186,367,10,1548
1904,2021,Riverside,PHEV,Mercedes-Benz,C-Class,75,3,1,981,186,367,10,1548
1905,2021,Riverside,PHEV,Mercedes-Benz,GLC,114,3,1,981,186,367,10,1548
1906,2021,Riverside,PHEV,Mercedes-Benz,GLE,25,3,1,981,186,367,10,1548
1907,2021,Riverside,PHEV,Mercedes-Benz,S-Class,37,3,1,981,186,367,10,1548
1908,2021,Riverside,PHEV,MINI,Countryman Plug-in Hybrid,20,3,1,981,186,367,10,1548
1909,2021,Riverside,PHEV,Mitsubishi,Outlander PHEV,71,3,1,981,186,367,10,1548
1910,2021,Riverside,PHEV,Polestar,1,2,3,1,981,186,367,10,1548
1911,2021,Riverside,PHEV,Porsche,918 Spyder,1,3,1,981,186,367,10,1548
1912,2021,Riverside,PHEV,Porsche,Cayenne,84,3,1,981,186,367,10,1548
1913,2021,Riverside,PHEV,Porsche,Panamera,57,3,1,981,186,367,10,1548
1914,2021,Riverside,PHEV,Subaru,Crosstrek,117,3,1,981,186,367,10,1548
1915,2021,Riverside,PHEV,Toyota,Prius Plug-in Hybrid,848,3,1,981,186,367,10,1548
1916,2021,Riverside,PHEV,Toyota,Prius Prime,2978,3,1,981,186,367,10,1548
1917,2021,Riverside,PHEV,Toyota,RAV4 Prime,457,3,1,981,186,367,10,1548
1918,2021,Riverside,PHEV,Volvo,S60,17,3,1,981,186,367,10,1548
1919,2021,Riverside,PHEV,Volvo,S90,9,3,1,981,186,367,10,1548
1920,2021,Riverside,PHEV,Volvo,V60,1,3,1,981,186,367,10,1548
1921,2021,Riverside,PHEV,Volvo,XC60,79,3,1,981,186,367,10,1548
1922,2021,Riverside,PHEV,Volvo,XC90,134,3,1,981,186,367,10,1548
1923,2021,Sacramento,Electric,Audi,e-tron,118,69,18,825,639,256,6,1813
1924,2021,Sacramento,Electric,Audi,E-Tron Gt,3,69,18,825,639,256,6,1813
1925,2021,Sacramento,Electric,Audi,E-Tron Sportback,2,69,18,825,639,256,6,1813
1926,2021,Sacramento,Electric,Audi,Rs E-Tron Gt,1,69,18,825,639,256,6,1813
1927,2021,Sacramento,Electric,Azure Dynamics,Transit Connect,2,69,18,825,639,256,6,1813
1928,2021,Sacramento,Electric,BMW,i3,82,69,18,825,639,256,6,1813
1929,2021,Sacramento,Electric,Chevrolet,Bolt Euv,11,69,18,825,639,256,6,1813
1930,2021,Sacramento,Electric,Chevrolet,Bolt EV,1343,69,18,825,639,256,6,1813
1931,2021,Sacramento,Electric,Chevrolet,S-10 EV,2,69,18,825,639,256,6,1813
1932,2021,Sacramento,Electric,Chevrolet,Spark EV,104,69,18,825,639,256,6,1813
1933,2021,Sacramento,Electric,Coda,Coda,1,69,18,825,639,256,6,1813
1934,2021,Sacramento,Electric,FIAT,500e,115,69,18,825,639,256,6,1813
1935,2021,Sacramento,Electric,Ford,Focus,140,69,18,825,639,256,6,1813
1936,2021,Sacramento,Electric,Ford,Mustang Mach-E,217,69,18,825,639,256,6,1813
1937,2021,Sacramento,Electric,Ford,Transit Connect Electric,2,69,18,825,639,256,6,1813
1938,2021,Sacramento,Electric,GMC,Ev1,6,69,18,825,639,256,6,1813
1939,2021,Sacramento,Electric,Honda,Clarity Electric,33,69,18,825,639,256,6,1813
1940,2021,Sacramento,Electric,Honda,Ev Plus,7,69,18,825,639,256,6,1813
1941,2021,Sacramento,Electric,Hyundai,Ioniq Electric,69,69,18,825,639,256,6,1813
1942,2021,Sacramento,Electric,Hyundai,Kona EV,184,69,18,825,639,256,6,1813
1943,2021,Sacramento,Electric,Jaguar,I-PACE,24,69,18,825,639,256,6,1813
1944,2021,Sacramento,Electric,Kewet,Kewet,1,69,18,825,639,256,6,1813
1945,2021,Sacramento,Electric,Kia,Niro EV,185,69,18,825,639,256,6,1813
1946,2021,Sacramento,Electric,Kia,Soul EV,79,69,18,825,639,256,6,1813
1947,2021,Sacramento,Electric,Mazda,Mx-30 Ev,4,69,18,825,639,256,6,1813
1948,2021,Sacramento,Electric,Mercedes-Benz,B-Class,26,69,18,825,639,256,6,1813
1949,2021,Sacramento,Electric,MINI,Hardtop 2 Door,26,69,18,825,639,256,6,1813
1950,2021,Sacramento,Electric,Mitsubishi,i-MiEV,8,69,18,825,639,256,6,1813
1951,2021,Sacramento,Electric,Nissan,LEAF,1646,69,18,825,639,256,6,1813
1952,2021,Sacramento,Electric,Polestar,2,13,69,18,825,639,256,6,1813
1953,2021,Sacramento,Electric,Porsche,Taycan,34,69,18,825,639,256,6,1813
1954,2021,Sacramento,Electric,Rivian,R1T,2,69,18,825,639,256,6,1813
1955,2021,Sacramento,Electric,Smart,Fortwo Electric Drive,31,69,18,825,639,256,6,1813
1956,2021,Sacramento,Electric,Tesla,Model 3,4425,69,18,825,639,256,6,1813
1957,2021,Sacramento,Electric,Tesla,Model S,1299,69,18,825,639,256,6,1813
1958,2021,Sacramento,Electric,Tesla,Model X,602,69,18,825,639,256,6,1813
1959,2021,Sacramento,Electric,Tesla,Model Y,1879,69,18,825,639,256,6,1813
1960,2021,Sacramento,Electric,Tesla,Roadster,2,69,18,825,639,256,6,1813
1961,2021,Sacramento,Electric,Think Global,Think City,1,69,18,825,639,256,6,1813
1962,2021,Sacramento,Electric,Toyota,RAV4 EV,91,69,18,825,639,256,6,1813
1963,2021,Sacramento,Electric,Volkswagen,e-Golf,232,69,18,825,639,256,6,1813
1964,2021,Sacramento,Electric,Volkswagen,Id.4,144,69,18,825,639,256,6,1813
1965,2021,Sacramento,Electric,Volvo,Xc40,33,69,18,825,639,256,6,1813
1966,2021,Sacramento,Hydrogen,Honda,Clarity Fuel Cell,22,69,18,825,639,256,6,1813
1967,2021,Sacramento,Hydrogen,Hyundai,Nexo,15,69,18,825,639,256,6,1813
1968,2021,Sacramento,Hydrogen,Toyota,Mirai,379,69,18,825,639,256,6,1813
1969,2021,Sacramento,PHEV,Audi,A3 Sportback e-tron,92,69,18,825,639,256,6,1813
1970,2021,Sacramento,PHEV,Audi,A7,4,69,18,825,639,256,6,1813
1971,2021,Sacramento,PHEV,Audi,Q5,85,69,18,825,639,256,6,1813
1972,2021,Sacramento,PHEV,BMW,3 Series,95,69,18,825,639,256,6,1813
1973,2021,Sacramento,PHEV,BMW,5 Series,169,69,18,825,639,256,6,1813
1974,2021,Sacramento,PHEV,BMW,7 Series,9,69,18,825,639,256,6,1813
1975,2021,Sacramento,PHEV,BMW,i3,219,69,18,825,639,256,6,1813
1976,2021,Sacramento,PHEV,BMW,i8,25,69,18,825,639,256,6,1813
1977,2021,Sacramento,PHEV,BMW,X3,56,69,18,825,639,256,6,1813
1978,2021,Sacramento,PHEV,BMW,X5,128,69,18,825,639,256,6,1813
1979,2021,Sacramento,PHEV,Cadillac,CT6 PLUG-IN Hybrid,3,69,18,825,639,256,6,1813
1980,2021,Sacramento,PHEV,Cadillac,ELR,20,69,18,825,639,256,6,1813
1981,2021,Sacramento,PHEV,Chevrolet,Volt,2125,69,18,825,639,256,6,1813
1982,2021,Sacramento,PHEV,Chrysler,Pacifica Hybrid,310,69,18,825,639,256,6,1813
1983,2021,Sacramento,PHEV,Ferrari,SF90 Stradale,1,69,18,825,639,256,6,1813
1984,2021,Sacramento,PHEV,Fisker,Karma,4,69,18,825,639,256,6,1813
1985,2021,Sacramento,PHEV,Ford,C-MAX Energi,630,69,18,825,639,256,6,1813
1986,2021,Sacramento,PHEV,Ford,Escape Plug-In Hybrid,15,69,18,825,639,256,6,1813
1987,2021,Sacramento,PHEV,Ford,Fusion Energi,1163,69,18,825,639,256,6,1813
1988,2021,Sacramento,PHEV,Honda,Accord Plug-In,26,69,18,825,639,256,6,1813
1989,2021,Sacramento,PHEV,Honda,Clarity Plug-In Hybrid,717,69,18,825,639,256,6,1813
1990,2021,Sacramento,PHEV,Hyundai,Ioniq Plug-in Hybrid,111,69,18,825,639,256,6,1813
1991,2021,Sacramento,PHEV,Hyundai,Santa Fe Plug-In Hybrid,22,69,18,825,639,256,6,1813
1992,2021,Sacramento,PHEV,Hyundai,Sonata Plug-in Hybrid,84,69,18,825,639,256,6,1813
1993,2021,Sacramento,PHEV,Hyundai,Tucson Plug-In Hybrid,7,69,18,825,639,256,6,1813
1994,2021,Sacramento,PHEV,Jeep,Wrangler Unlimited,110,69,18,825,639,256,6,1813
1995,2021,Sacramento,PHEV,Karma,Revero,1,69,18,825,639,256,6,1813
1996,2021,Sacramento,PHEV,Kia,Niro Plug-In Hybrid,231,69,18,825,639,256,6,1813
1997,2021,Sacramento,PHEV,Kia,Optima Plug-In Hybrid,67,69,18,825,639,256,6,1813
1998,2021,Sacramento,PHEV,Kia,Sorento Plug-In Hybrid,14,69,18,825,639,256,6,1813
1999,2021,Sacramento,PHEV,Land Rover,Range Rover,5,69,18,825,639,256,6,1813
2000,2021,Sacramento,PHEV,Land Rover,Range Rover Sport,14,69,18,825,639,256,6,1813
2001,2021,Sacramento,PHEV,Lincoln,Aviator,13,69,18,825,639,256,6,1813
2002,2021,Sacramento,PHEV,Lincoln,Corsair,2,69,18,825,639,256,6,1813
2003,2021,Sacramento,PHEV,Mercedes-Benz,C-Class,26,69,18,825,639,256,6,1813
2004,2021,Sacramento,PHEV,Mercedes-Benz,GLC,71,69,18,825,639,256,6,1813
2005,2021,Sacramento,PHEV,Mercedes-Benz,GLE,10,69,18,825,639,256,6,1813
2006,2021,Sacramento,PHEV,Mercedes-Benz,S-Class,20,69,18,825,639,256,6,1813
2007,2021,Sacramento,PHEV,MINI,Countryman Plug-in Hybrid,15,69,18,825,639,256,6,1813
2008,2021,Sacramento,PHEV,Mitsubishi,Outlander PHEV,88,69,18,825,639,256,6,1813
2009,2021,Sacramento,PHEV,Porsche,918 Spyder,1,69,18,825,639,256,6,1813
2010,2021,Sacramento,PHEV,Porsche,Cayenne,29,69,18,825,639,256,6,1813
2011,2021,Sacramento,PHEV,Porsche,Panamera,19,69,18,825,639,256,6,1813
2012,2021,Sacramento,PHEV,Subaru,Crosstrek,135,69,18,825,639,256,6,1813
2013,2021,Sacramento,PHEV,Toyota,Prius Plug-in Hybrid,742,69,18,825,639,256,6,1813
2014,2021,Sacramento,PHEV,Toyota,Prius Prime,1882,69,18,825,639,256,6,1813
2015,2021,Sacramento,PHEV,Toyota,RAV4 Prime,275,69,18,825,639,256,6,1813
2016,2021,Sacramento,PHEV,Volvo,S60,7,69,18,825,639,256,6,1813
2017,2021,Sacramento,PHEV,Volvo,S90,6,69,18,825,639,256,6,1813
2018,2021,Sacramento,PHEV,Volvo,V60,4,69,18,825,639,256,6,1813
2019,2021,Sacramento,PHEV,Volvo,XC60,66,69,18,825,639,256,6,1813
2020,2021,Sacramento,PHEV,Volvo,XC90,132,69,18,825,639,256,6,1813
2021,2021,San Benito,Electric,Audi,e-tron,5,0,0,12,10,25,0,47
2022,2021,San Benito,Electric,Chevrolet,Bolt Euv,2,0,0,12,10,25,0,47
2023,2021,San Benito,Electric,Chevrolet,Bolt EV,44,0,0,12,10,25,0,47
2024,2021,San Benito,Electric,Chevrolet,Spark EV,2,0,0,12,10,25,0,47
2025,2021,San Benito,Electric,Coda,Coda,1,0,0,12,10,25,0,47
2026,2021,San Benito,Electric,FIAT,500e,3,0,0,12,10,25,0,47
2027,2021,San Benito,Electric,Ford,Focus,7,0,0,12,10,25,0,47
2028,2021,San Benito,Electric,Ford,Mustang Mach-E,11,0,0,12,10,25,0,47
2029,2021,San Benito,Electric,Hyundai,Ioniq Electric,2,0,0,12,10,25,0,47
2030,2021,San Benito,Electric,Hyundai,Kona EV,7,0,0,12,10,25,0,47
2031,2021,San Benito,Electric,Kia,Niro EV,6,0,0,12,10,25,0,47
2032,2021,San Benito,Electric,Kia,Soul EV,1,0,0,12,10,25,0,47
2033,2021,San Benito,Electric,Mazda,Mx-30 Ev,1,0,0,12,10,25,0,47
2034,2021,San Benito,Electric,Nissan,LEAF,26,0,0,12,10,25,0,47
2035,2021,San Benito,Electric,Porsche,Taycan,1,0,0,12,10,25,0,47
2036,2021,San Benito,Electric,Smart,Fortwo Electric Drive,1,0,0,12,10,25,0,47
2037,2021,San Benito,Electric,Tesla,Model 3,209,0,0,12,10,25,0,47
2038,2021,San Benito,Electric,Tesla,Model S,63,0,0,12,10,25,0,47
2039,2021,San Benito,Electric,Tesla,Model X,25,0,0,12,10,25,0,47
2040,2021,San Benito,Electric,Tesla,Model Y,79,0,0,12,10,25,0,47
2041,2021,San Benito,Electric,Tesla,Roadster,1,0,0,12,10,25,0,47
2042,2021,San Benito,Electric,Toyota,RAV4 EV,1,0,0,12,10,25,0,47
2043,2021,San Benito,Electric,Volkswagen,e-Golf,1,0,0,12,10,25,0,47
2044,2021,San Benito,Electric,Volkswagen,Id.4,10,0,0,12,10,25,0,47
2045,2021,San Benito,Electric,Volvo,Xc40,1,0,0,12,10,25,0,47
2046,2021,San Benito,Hydrogen,Toyota,Mirai,4,0,0,12,10,25,0,47
2047,2021,San Benito,PHEV,Audi,A3 Sportback e-tron,5,0,0,12,10,25,0,47
2048,2021,San Benito,PHEV,Audi,Q5,2,0,0,12,10,25,0,47
2049,2021,San Benito,PHEV,BMW,3 Series,3,0,0,12,10,25,0,47
2050,2021,San Benito,PHEV,BMW,5 Series,8,0,0,12,10,25,0,47
2051,2021,San Benito,PHEV,BMW,i3,9,0,0,12,10,25,0,47
2052,2021,San Benito,PHEV,BMW,X3,3,0,0,12,10,25,0,47
2053,2021,San Benito,PHEV,BMW,X5,5,0,0,12,10,25,0,47
2054,2021,San Benito,PHEV,Cadillac,ELR,1,0,0,12,10,25,0,47
2055,2021,San Benito,PHEV,Chevrolet,Volt,140,0,0,12,10,25,0,47
2056,2021,San Benito,PHEV,Chrysler,Pacifica Hybrid,12,0,0,12,10,25,0,47
2057,2021,San Benito,PHEV,Ford,C-MAX Energi,34,0,0,12,10,25,0,47
2058,2021,San Benito,PHEV,Ford,Escape Plug-In Hybrid,2,0,0,12,10,25,0,47
2059,2021,San Benito,PHEV,Ford,Fusion Energi,99,0,0,12,10,25,0,47
2060,2021,San Benito,PHEV,Honda,Accord Plug-In,1,0,0,12,10,25,0,47
2061,2021,San Benito,PHEV,Honda,Clarity Plug-In Hybrid,18,0,0,12,10,25,0,47
2062,2021,San Benito,PHEV,Hyundai,Ioniq Plug-in Hybrid,11,0,0,12,10,25,0,47
2063,2021,San Benito,PHEV,Hyundai,Santa Fe Plug-In Hybrid,2,0,0,12,10,25,0,47
2064,2021,San Benito,PHEV,Hyundai,Sonata Plug-in Hybrid,5,0,0,12,10,25,0,47
2065,2021,San Benito,PHEV,Jeep,Wrangler Unlimited,13,0,0,12,10,25,0,47
2066,2021,San Benito,PHEV,Kia,Niro Plug-In Hybrid,12,0,0,12,10,25,0,47
2067,2021,San Benito,PHEV,Kia,Optima Plug-In Hybrid,4,0,0,12,10,25,0,47
2068,2021,San Benito,PHEV,Lincoln,Aviator,4,0,0,12,10,25,0,47
2069,2021,San Benito,PHEV,Mercedes-Benz,C-Class,2,0,0,12,10,25,0,47
2070,2021,San Benito,PHEV,Mercedes-Benz,GLC,1,0,0,12,10,25,0,47
2071,2021,San Benito,PHEV,Mercedes-Benz,S-Class,1,0,0,12,10,25,0,47
2072,2021,San Benito,PHEV,Mitsubishi,Outlander PHEV,3,0,0,12,10,25,0,47
2073,2021,San Benito,PHEV,Porsche,Cayenne,3,0,0,12,10,25,0,47
2074,2021,San Benito,PHEV,Subaru,Crosstrek,6,0,0,12,10,25,0,47
2075,2021,San Benito,PHEV,Toyota,Prius Plug-in Hybrid,32,0,0,12,10,25,0,47
2076,2021,San Benito,PHEV,Toyota,Prius Prime,66,0,0,12,10,25,0,47
2077,2021,San Benito,PHEV,Toyota,RAV4 Prime,13,0,0,12,10,25,0,47
2078,2021,San Benito,PHEV,Volvo,XC60,2,0,0,12,10,25,0,47
2079,2021,San Benito,PHEV,Volvo,XC90,2,0,0,12,10,25,0,47
2080,2021,San Bernardino,Electric,Audi,e-tron,122,3,11,604,373,344,32,1367
2081,2021,San Bernardino,Electric,Audi,E-Tron Gt,3,3,11,604,373,344,32,1367
2082,2021,San Bernardino,Electric,Audi,E-Tron Sportback,1,3,11,604,373,344,32,1367
2083,2021,San Bernardino,Electric,Azure Dynamics,Transit Connect,4,3,11,604,373,344,32,1367
2084,2021,San Bernardino,Electric,BMW,i3,105,3,11,604,373,344,32,1367
2085,2021,San Bernardino,Electric,Chevrolet,Bolt Euv,47,3,11,604,373,344,32,1367
2086,2021,San Bernardino,Electric,Chevrolet,Bolt EV,809,3,11,604,373,344,32,1367
2087,2021,San Bernardino,Electric,Chevrolet,Spark EV,79,3,11,604,373,344,32,1367
2088,2021,San Bernardino,Electric,FIAT,500e,221,3,11,604,373,344,32,1367
2089,2021,San Bernardino,Electric,Ford,Focus,61,3,11,604,373,344,32,1367
2090,2021,San Bernardino,Electric,Ford,Mustang Mach-E,261,3,11,604,373,344,32,1367
2091,2021,San Bernardino,Electric,Ford,Transit Connect Electric,2,3,11,604,373,344,32,1367
2092,2021,San Bernardino,Electric,GMC,Ev1,3,3,11,604,373,344,32,1367
2093,2021,San Bernardino,Electric,Honda,Clarity Electric,37,3,11,604,373,344,32,1367
2094,2021,San Bernardino,Electric,Hyundai,Ioniq Electric,101,3,11,604,373,344,32,1367
2095,2021,San Bernardino,Electric,Hyundai,Kona EV,170,3,11,604,373,344,32,1367
2096,2021,San Bernardino,Electric,Jaguar,I-PACE,27,3,11,604,373,344,32,1367
2097,2021,San Bernardino,Electric,Kia,Niro EV,87,3,11,604,373,344,32,1367
2098,2021,San Bernardino,Electric,Kia,Soul EV,45,3,11,604,373,344,32,1367
2099,2021,San Bernardino,Electric,Lucid,Air,1,3,11,604,373,344,32,1367
2100,2021,San Bernardino,Electric,Mazda,Mx-30 Ev,5,3,11,604,373,344,32,1367
2101,2021,San Bernardino,Electric,Mercedes-Benz,B-Class,30,3,11,604,373,344,32,1367
2102,2021,San Bernardino,Electric,Mercedes-Benz,EQS,1,3,11,604,373,344,32,1367
2103,2021,San Bernardino,Electric,MINI,Hardtop 2 Door,14,3,11,604,373,344,32,1367
2104,2021,San Bernardino,Electric,Mitsubishi,i-MiEV,11,3,11,604,373,344,32,1367
2105,2021,San Bernardino,Electric,Nissan,LEAF,785,3,11,604,373,344,32,1367
2106,2021,San Bernardino,Electric,Polestar,2,12,3,11,604,373,344,32,1367
2107,2021,San Bernardino,Electric,Porsche,Taycan,70,3,11,604,373,344,32,1367
2108,2021,San Bernardino,Electric,Rivian,R1T,1,3,11,604,373,344,32,1367
2109,2021,San Bernardino,Electric,Smart,Fortwo Electric Drive,43,3,11,604,373,344,32,1367
2110,2021,San Bernardino,Electric,Tesla,Model 3,5534,3,11,604,373,344,32,1367
2111,2021,San Bernardino,Electric,Tesla,Model S,1375,3,11,604,373,344,32,1367
2112,2021,San Bernardino,Electric,Tesla,Model X,822,3,11,604,373,344,32,1367
2113,2021,San Bernardino,Electric,Tesla,Model Y,2476,3,11,604,373,344,32,1367
2114,2021,San Bernardino,Electric,Tesla,Roadster,2,3,11,604,373,344,32,1367
2115,2021,San Bernardino,Electric,Toyota,RAV4 EV,18,3,11,604,373,344,32,1367
2116,2021,San Bernardino,Electric,Volkswagen,e-Golf,123,3,11,604,373,344,32,1367
2117,2021,San Bernardino,Electric,Volkswagen,Id.4,153,3,11,604,373,344,32,1367
2118,2021,San Bernardino,Electric,Volvo,Xc40,21,3,11,604,373,344,32,1367
2119,2021,San Bernardino,Hydrogen,Honda,Clarity Fuel Cell,15,3,11,604,373,344,32,1367
2120,2021,San Bernardino,Hydrogen,Hyundai,Nexo,15,3,11,604,373,344,32,1367
2121,2021,San Bernardino,Hydrogen,Toyota,Mirai,196,3,11,604,373,344,32,1367
2122,2021,San Bernardino,PHEV,Audi,A3 Sportback e-tron,73,3,11,604,373,344,32,1367
2123,2021,San Bernardino,PHEV,Audi,A7,8,3,11,604,373,344,32,1367
2124,2021,San Bernardino,PHEV,Audi,Q5,80,3,11,604,373,344,32,1367
2125,2021,San Bernardino,PHEV,BMW,3 Series,209,3,11,604,373,344,32,1367
2126,2021,San Bernardino,PHEV,BMW,5 Series,387,3,11,604,373,344,32,1367
2127,2021,San Bernardino,PHEV,BMW,7 Series,16,3,11,604,373,344,32,1367
2128,2021,San Bernardino,PHEV,BMW,i3,314,3,11,604,373,344,32,1367
2129,2021,San Bernardino,PHEV,BMW,i8,61,3,11,604,373,344,32,1367
2130,2021,San Bernardino,PHEV,BMW,X3,40,3,11,604,373,344,32,1367
2131,2021,San Bernardino,PHEV,BMW,X5,153,3,11,604,373,344,32,1367
2132,2021,San Bernardino,PHEV,Cadillac,CT6 PLUG-IN Hybrid,5,3,11,604,373,344,32,1367
2133,2021,San Bernardino,PHEV,Cadillac,ELR,23,3,11,604,373,344,32,1367
2134,2021,San Bernardino,PHEV,Chevrolet,Volt,1942,3,11,604,373,344,32,1367
2135,2021,San Bernardino,PHEV,Chrysler,Pacifica Hybrid,226,3,11,604,373,344,32,1367
2136,2021,San Bernardino,PHEV,Fisker,Karma,4,3,11,604,373,344,32,1367
2137,2021,San Bernardino,PHEV,Ford,C-MAX Energi,459,3,11,604,373,344,32,1367
2138,2021,San Bernardino,PHEV,Ford,Escape Plug-In Hybrid,6,3,11,604,373,344,32,1367
2139,2021,San Bernardino,PHEV,Ford,Fusion Energi,1227,3,11,604,373,344,32,1367
2140,2021,San Bernardino,PHEV,Honda,Accord Plug-In,23,3,11,604,373,344,32,1367
2141,2021,San Bernardino,PHEV,Honda,Clarity Plug-In Hybrid,832,3,11,604,373,344,32,1367
2142,2021,San Bernardino,PHEV,Hyundai,Ioniq Plug-in Hybrid,203,3,11,604,373,344,32,1367
2143,2021,San Bernardino,PHEV,Hyundai,Santa Fe Plug-In Hybrid,37,3,11,604,373,344,32,1367
2144,2021,San Bernardino,PHEV,Hyundai,Sonata Plug-in Hybrid,77,3,11,604,373,344,32,1367
2145,2021,San Bernardino,PHEV,Hyundai,Tucson Plug-In Hybrid,23,3,11,604,373,344,32,1367
2146,2021,San Bernardino,PHEV,Jeep,Wrangler Unlimited,214,3,11,604,373,344,32,1367
2147,2021,San Bernardino,PHEV,Karma,Gs-6,1,3,11,604,373,344,32,1367
2148,2021,San Bernardino,PHEV,Karma,Revero,2,3,11,604,373,344,32,1367
2149,2021,San Bernardino,PHEV,Kia,Niro Plug-In Hybrid,166,3,11,604,373,344,32,1367
2150,2021,San Bernardino,PHEV,Kia,Optima Plug-In Hybrid,64,3,11,604,373,344,32,1367
2151,2021,San Bernardino,PHEV,Kia,Sorento Plug-In Hybrid,19,3,11,604,373,344,32,1367
2152,2021,San Bernardino,PHEV,Land Rover,Range Rover,4,3,11,604,373,344,32,1367
2153,2021,San Bernardino,PHEV,Land Rover,Range Rover Sport,8,3,11,604,373,344,32,1367
2154,2021,San Bernardino,PHEV,Lincoln,Aviator,25,3,11,604,373,344,32,1367
2155,2021,San Bernardino,PHEV,Lincoln,Corsair,2,3,11,604,373,344,32,1367
2156,2021,San Bernardino,PHEV,Mercedes-Benz,C-Class,55,3,11,604,373,344,32,1367
2157,2021,San Bernardino,PHEV,Mercedes-Benz,GLC,140,3,11,604,373,344,32,1367
2158,2021,San Bernardino,PHEV,Mercedes-Benz,GLE,11,3,11,604,373,344,32,1367
2159,2021,San Bernardino,PHEV,Mercedes-Benz,S-Class,33,3,11,604,373,344,32,1367
2160,2021,San Bernardino,PHEV,MINI,Countryman Plug-in Hybrid,10,3,11,604,373,344,32,1367
2161,2021,San Bernardino,PHEV,Mitsubishi,Outlander PHEV,67,3,11,604,373,344,32,1367
2162,2021,San Bernardino,PHEV,Porsche,918 Spyder,1,3,11,604,373,344,32,1367
2163,2021,San Bernardino,PHEV,Porsche,Cayenne,48,3,11,604,373,344,32,1367
2164,2021,San Bernardino,PHEV,Porsche,Panamera,33,3,11,604,373,344,32,1367
2165,2021,San Bernardino,PHEV,Subaru,Crosstrek,106,3,11,604,373,344,32,1367
2166,2021,San Bernardino,PHEV,Toyota,Prius Plug-in Hybrid,816,3,11,604,373,344,32,1367
2167,2021,San Bernardino,PHEV,Toyota,Prius Prime,2433,3,11,604,373,344,32,1367
2168,2021,San Bernardino,PHEV,Toyota,RAV4 Prime,467,3,11,604,373,344,32,1367
2169,2021,San Bernardino,PHEV,Volvo,S60,20,3,11,604,373,344,32,1367
2170,2021,San Bernardino,PHEV,Volvo,S90,7,3,11,604,373,344,32,1367
2171,2021,San Bernardino,PHEV,Volvo,V60,2,3,11,604,373,344,32,1367
2172,2021,San Bernardino,PHEV,Volvo,XC60,53,3,11,604,373,344,32,1367
2173,2021,San Bernardino,PHEV,Volvo,XC90,106,3,11,604,373,344,32,1367
2174,2021,San Diego,Electric,Audi,e-tron,539,2,17,1984,7649,379,49,10080
2175,2021,San Diego,Electric,Audi,E-Tron Gt,17,2,17,1984,7649,379,49,10080
2176,2021,San Diego,Electric,Audi,E-Tron Sportback,9,2,17,1984,7649,379,49,10080
2177,2021,San Diego,Electric,Audi,Rs E-Tron Gt,8,2,17,1984,7649,379,49,10080
2178,2021,San Diego,Electric,Azure Dynamics,Transit Connect,4,2,17,1984,7649,379,49,10080
2179,2021,San Diego,Electric,BMW,i3,470,2,17,1984,7649,379,49,10080
2180,2021,San Diego,Electric,Chevrolet,Bolt Euv,88,2,17,1984,7649,379,49,10080
2181,2021,San Diego,Electric,Chevrolet,Bolt EV,2553,2,17,1984,7649,379,49,10080
2182,2021,San Diego,Electric,Chevrolet,Spark EV,233,2,17,1984,7649,379,49,10080
2183,2021,San Diego,Electric,Coda,Coda,3,2,17,1984,7649,379,49,10080
2184,2021,San Diego,Electric,FIAT,500e,705,2,17,1984,7649,379,49,10080
2185,2021,San Diego,Electric,Ford,Focus,200,2,17,1984,7649,379,49,10080
